,ColCode,ColDescr,ColType,DataValue,NoteRef,RowCode,RowDescr,RowType,TableID,Year
1681,42,Wholesale trade,Industry,3668,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1682,44RT,Retail trade,Industry,4255,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1683,F020,Private fixed investment,Industry,2439,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1684,31G,Manufacturing,Industry,10089,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1685,48TW,Transportation and warehousing,Industry,8966,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1686,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,27054,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1687,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,20672,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1688,11,"Agriculture, forestry, fishing, and hunting",Industry,145,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1689,PROF,Professional and business services,Industry,45151,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1690,6,"Educational services, health care, and social assistance",Industry,10818,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1691,G,Government,Industry,11502,47,7,"Arts, entertainment, recreation, accommodation, and food services",Commodity,47,2000
1692,PROF,Professional and business services,Industry,25947,47,81,"Other services, except government",Commodity,47,2000
1693,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,6382,47,81,"Other services, except government",Commodity,47,2000
1694,21,Mining,Industry,285,47,81,"Other services, except government",Commodity,47,2000
1695,22,Utilities,Industry,1907,47,81,"Other services, except government",Commodity,47,2000
1696,23,Construction,Industry,11959,47,81,"Other services, except government",Commodity,47,2000
1697,81,"Other services, except government",Industry,15156,47,81,"Other services, except government",Commodity,47,2000
1698,42,Wholesale trade,Industry,7753,47,81,"Other services, except government",Commodity,47,2000
1699,F040,Exports of goods and services,Industry,145,47,81,"Other services, except government",Commodity,47,2000
1700,48TW,Transportation and warehousing,Industry,3087,47,81,"Other services, except government",Commodity,47,2000
1701,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,25390,47,81,"Other services, except government",Commodity,47,2000
1702,F050,Imports of goods and services,Industry,-1811,47,81,"Other services, except government",Commodity,47,2000
1703,44RT,Retail trade,Industry,7763,47,81,"Other services, except government",Commodity,47,2000
1704,F010,Personal consumption expenditures,Industry,361932,47,81,"Other services, except government",Commodity,47,2000
1705,31G,Manufacturing,Industry,22088,47,81,"Other services, except government",Commodity,47,2000
1706,TOTCOMOUT,Total Commodity Output,Industry,543345,47,81,"Other services, except government",Commodity,47,2000
1707,TOTII,Total Intermediate,Industry,183079,47,81,"Other services, except government",Commodity,47,2000
1708,TOTFU,Total Final Uses (GDP),Industry,360266,47,81,"Other services, except government",Commodity,47,2000
1709,51,Information,Industry,13455,47,81,"Other services, except government",Commodity,47,2000
1710,G,Government,Industry,29915,47,81,"Other services, except government",Commodity,47,2000
1711,11,"Agriculture, forestry, fishing, and hunting",Industry,955,47,81,"Other services, except government",Commodity,47,2000
1712,6,"Educational services, health care, and social assistance",Industry,11039,47,81,"Other services, except government",Commodity,47,2000
1713,23,Construction,Industry,27149,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1714,81,"Other services, except government",Industry,50699,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1715,22,Utilities,Industry,31802,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1716,21,Mining,Industry,20325,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1717,F010,Personal consumption expenditures,Industry,1650116,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1718,51,Information,Industry,58076,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1719,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,604534,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1720,TOTFU,Total Final Uses (GDP),Industry,1773845,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1721,TOTCOMOUT,Total Commodity Output,Industry,3190987,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1722,TOTII,Total Intermediate,Industry,1417142,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1723,F040,Exports of goods and services,Industry,62276,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1724,F050,Imports of goods and services,Industry,-10940,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1725,42,Wholesale trade,Industry,44195,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1726,31G,Manufacturing,Industry,92607,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1727,F020,Private fixed investment,Industry,72393,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1728,44RT,Retail trade,Industry,73085,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1729,48TW,Transportation and warehousing,Industry,44829,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1730,11,"Agriculture, forestry, fishing, and hunting",Industry,14029,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1731,G,Government,Industry,43625,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1732,PROF,Professional and business services,Industry,154570,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1733,6,"Educational services, health care, and social assistance",Industry,111022,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1734,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,46596,47,FIRE,"Finance, insurance, real estate, rental, and leasing",Commodity,47,2000
1735,F010,Personal consumption expenditures,Industry,44724,47,G,Government,Commodity,47,2000
1736,21,Mining,Industry,10,47,G,Government,Commodity,47,2000
1737,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,5706,47,G,Government,Commodity,47,2000
1738,22,Utilities,Industry,1273,47,G,Government,Commodity,47,2000
1739,81,"Other services, except government",Industry,1746,47,G,Government,Commodity,47,2000
1740,23,Construction,Industry,50,47,G,Government,Commodity,47,2000
1741,42,Wholesale trade,Industry,7825,47,G,Government,Commodity,47,2000
1742,F050,Imports of goods and services,Industry,-399,47,G,Government,Commodity,47,2000
1743,F040,Exports of goods and services,Industry,265,47,G,Government,Commodity,47,2000
1744,TOTII,Total Intermediate,Industry,69291,47,G,Government,Commodity,47,2000
1745,TOTFU,Total Final Uses (GDP),Industry,1488763,47,G,Government,Commodity,47,2000
1746,48TW,Transportation and warehousing,Industry,9961,47,G,Government,Commodity,47,2000
1747,TOTCOMOUT,Total Commodity Output,Industry,1558054,47,G,Government,Commodity,47,2000
1748,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,8599,47,G,Government,Commodity,47,2000
1749,51,Information,Industry,4190,47,G,Government,Commodity,47,2000
1750,F100,Government consumption expenditures and gross investment,Industry,1444174,47,G,Government,Commodity,47,2000
1751,44RT,Retail trade,Industry,6123,47,G,Government,Commodity,47,2000
1752,31G,Manufacturing,Industry,3565,47,G,Government,Commodity,47,2000
1753,6,"Educational services, health care, and social assistance",Industry,4533,47,G,Government,Commodity,47,2000
1754,PROF,Professional and business services,Industry,7926,47,G,Government,Commodity,47,2000
1755,G,Government,Industry,7692,47,G,Government,Commodity,47,2000
1756,11,"Agriculture, forestry, fishing, and hunting",Industry,92,47,G,Government,Commodity,47,2000
1757,23,Construction,Industry,1922,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1758,81,"Other services, except government",Industry,269,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1759,22,Utilities,Industry,687,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1760,PROF,Professional and business services,Industry,6223,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1761,21,Mining,Industry,766,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1762,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,1946,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1763,F010,Personal consumption expenditures,Industry,-53637,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1764,48TW,Transportation and warehousing,Industry,12011,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1765,F040,Exports of goods and services,Industry,103714,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1766,42,Wholesale trade,Industry,2603,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1767,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,18013,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1768,31G,Manufacturing,Industry,11941,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1769,F020,Private fixed investment,Industry,1972,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1770,F050,Imports of goods and services,Industry,-132007,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1771,44RT,Retail trade,Industry,1623,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1772,11,"Agriculture, forestry, fishing, and hunting",Industry,522,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1773,G,Government,Industry,11649,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1774,6,"Educational services, health care, and social assistance",Industry,493,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1775,51,Information,Industry,9983,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1776,TOTCOMOUT,Total Commodity Output,Industry,691,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1777,TOTFU,Total Final Uses (GDP),Industry,-79959,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1778,TOTII,Total Intermediate,Industry,80650,47;47.1.1,Other,Noncomparable imports and rest-of-the-world adjustment [1],Commodity,47,2000
1779,23,Construction,Industry,43543,47,PROF,Professional and business services,Commodity,47,2000
1780,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,55346,47,PROF,Professional and business services,Commodity,47,2000
1781,21,Mining,Industry,17135,47,PROF,Professional and business services,Commodity,47,2000
1782,PROF,Professional and business services,Industry,294519,47,PROF,Professional and business services,Commodity,47,2000
1783,22,Utilities,Industry,33909,47,PROF,Professional and business services,Commodity,47,2000
1784,81,"Other services, except government",Industry,21544,47,PROF,Professional and business services,Commodity,47,2000
1785,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,269264,47,PROF,Professional and business services,Commodity,47,2000
1786,42,Wholesale trade,Industry,81724,47,PROF,Professional and business services,Commodity,47,2000
1787,F040,Exports of goods and services,Industry,46934,47,PROF,Professional and business services,Commodity,47,2000
1788,48TW,Transportation and warehousing,Industry,46695,47,PROF,Professional and business services,Commodity,47,2000
1789,44RT,Retail trade,Industry,79310,47,PROF,Professional and business services,Commodity,47,2000
1790,F050,Imports of goods and services,Industry,-26856,47,PROF,Professional and business services,Commodity,47,2000
1791,F100,Government consumption expenditures and gross investment,Industry,107988,47,PROF,Professional and business services,Commodity,47,2000
1792,F020,Private fixed investment,Industry,373225,47,PROF,Professional and business services,Commodity,47,2000
1793,31G,Manufacturing,Industry,258604,47,PROF,Professional and business services,Commodity,47,2000
1794,F010,Personal consumption expenditures,Industry,140607,47,PROF,Professional and business services,Commodity,47,2000
1795,TOTII,Total Intermediate,Industry,1561679,47,PROF,Professional and business services,Commodity,47,2000
1796,TOTFU,Total Final Uses (GDP),Industry,641898,47,PROF,Professional and business services,Commodity,47,2000
1797,TOTCOMOUT,Total Commodity Output,Industry,2203577,47,PROF,Professional and business services,Commodity,47,2000
1798,51,Information,Industry,131116,47,PROF,Professional and business services,Commodity,47,2000
1799,G,Government,Industry,131633,47,PROF,Professional and business services,Commodity,47,2000
1800,11,"Agriculture, forestry, fishing, and hunting",Industry,3394,47,PROF,Professional and business services,Commodity,47,2000
1801,6,"Educational services, health care, and social assistance",Industry,93945,47,PROF,Professional and business services,Commodity,47,2000
1802,81,"Other services, except government",Industry,153915,47,TOTII,Total Intermediate,Commodity,47,2000
1803,22,Utilities,Industry,180069,47,TOTII,Total Intermediate,Commodity,47,2000
1804,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,289545,47,TOTII,Total Intermediate,Commodity,47,2000
1805,PROF,Professional and business services,Industry,728136,47,TOTII,Total Intermediate,Commodity,47,2000
1806,21,Mining,Industry,105713,47,TOTII,Total Intermediate,Commodity,47,2000
1807,23,Construction,Industry,462890,47,TOTII,Total Intermediate,Commodity,47,2000
1808,48TW,Transportation and warehousing,Industry,286128,47,TOTII,Total Intermediate,Commodity,47,2000
1809,42,Wholesale trade,Industry,251674,47,TOTII,Total Intermediate,Commodity,47,2000
1810,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1175495,47,TOTII,Total Intermediate,Commodity,47,2000
1811,31G,Manufacturing,Industry,2669591,47,TOTII,Total Intermediate,Commodity,47,2000
1812,44RT,Retail trade,Industry,279456,47,TOTII,Total Intermediate,Commodity,47,2000
1813,11,"Agriculture, forestry, fishing, and hunting",Industry,145424,47,TOTII,Total Intermediate,Commodity,47,2000
1814,6,"Educational services, health care, and social assistance",Industry,425918,47,TOTII,Total Intermediate,Commodity,47,2000
1815,G,Government,Industry,600572,47,TOTII,Total Intermediate,Commodity,47,2000
1816,51,Information,Industry,525255,47,TOTII,Total Intermediate,Commodity,47,2000
1817,TOTII,Total Intermediate,Industry,8279783,47,TOTII,Total Intermediate,Commodity,47,2000
1818,23,Construction,Industry,974323,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1819,21,Mining,Industry,210469,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1820,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,693023,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1821,PROF,Professional and business services,Industry,2016230,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1822,22,Utilities,Industry,358128,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1823,81,"Other services, except government",Industry,541134,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1824,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,3171308,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1825,42,Wholesale trade,Industry,872751,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1826,F030,Change in private inventories,Industry,54545,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1827,F040,Exports of goods and services,Industry,998923,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1828,48TW,Transportation and warehousing,Industry,588792,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1829,44RT,Retail trade,Industry,884914,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1830,F050,Imports of goods and services,Industry,-1374718,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1831,F100,Government consumption expenditures and gross investment,Industry,1834428,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1832,F010,Personal consumption expenditures,Industry,6792396,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1833,31G,Manufacturing,Industry,4112364,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1834,F020,Private fixed investment,Industry,1979204,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1835,TOTCOMOUT,Total Commodity Output,Industry,18564561,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1836,51,Information,Industry,970604,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1837,G,Government,Industry,1844169,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1838,6,"Educational services, health care, and social assistance",Industry,1081485,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1839,11,"Agriculture, forestry, fishing, and hunting",Industry,244867,47,TOTINDOUT,Total Industry Output,Commodity,47,2000
1840,81,"Other services, except government",Industry,387219,47,TOTVA,Total Value Added,Commodity,47,2000
1841,22,Utilities,Industry,178059,47,TOTVA,Total Value Added,Commodity,47,2000
1842,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,403478,47,TOTVA,Total Value Added,Commodity,47,2000
1843,PROF,Professional and business services,Industry,1288094,47,TOTVA,Total Value Added,Commodity,47,2000
1844,21,Mining,Industry,104756,47,TOTVA,Total Value Added,Commodity,47,2000
1845,23,Construction,Industry,511433,47,TOTVA,Total Value Added,Commodity,47,2000
1846,48TW,Transportation and warehousing,Industry,302664,47,TOTVA,Total Value Added,Commodity,47,2000
1847,42,Wholesale trade,Industry,621077,47,TOTVA,Total Value Added,Commodity,47,2000
1848,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1995813,47,TOTVA,Total Value Added,Commodity,47,2000
1849,31G,Manufacturing,Industry,1442773,47,TOTVA,Total Value Added,Commodity,47,2000
1850,44RT,Retail trade,Industry,605458,47,TOTVA,Total Value Added,Commodity,47,2000
1851,11,"Agriculture, forestry, fishing, and hunting",Industry,99443,47,TOTVA,Total Value Added,Commodity,47,2000
1852,6,"Educational services, health care, and social assistance",Industry,655566,47,TOTVA,Total Value Added,Commodity,47,2000
1853,G,Government,Industry,1243597,47,TOTVA,Total Value Added,Commodity,47,2000
1854,51,Information,Industry,445349,47,TOTVA,Total Value Added,Commodity,47,2000
1855,TOTFU,Total Final Uses (GDP),Industry,10284778,47,TOTVA,Total Value Added,Commodity,47,2000
1856,23,Construction,Industry,1991,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1857,21,Mining,Industry,224,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1858,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,179,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1859,PROF,Professional and business services,Industry,47,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1860,22,Utilities,Industry,47,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1861,81,"Other services, except government",Industry,706,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1862,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,-29,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1863,42,Wholesale trade,Industry,1,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1864,F040,Exports of goods and services,Industry,6301,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1865,48TW,Transportation and warehousing,Industry,2210,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1866,44RT,Retail trade,Industry,26,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1867,F050,Imports of goods and services,Industry,-9642,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1868,F100,Government consumption expenditures and gross investment,Industry,3090,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1869,F010,Personal consumption expenditures,Industry,72231,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1870,31G,Manufacturing,Industry,13985,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1871,F020,Private fixed investment,Industry,-88724,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1872,F030,Change in private inventories,Industry,3948,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1873,TOTII,Total Intermediate,Industry,19391,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1874,TOTFU,Total Final Uses (GDP),Industry,-12796,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1875,TOTCOMOUT,Total Commodity Output,Industry,6595,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1876,51,Information,Industry,4,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1877,G,Government,Industry,-8,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1878,6,"Educational services, health care, and social assistance",Industry,63,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1879,11,"Agriculture, forestry, fishing, and hunting",Industry,-57,47,Used,"Scrap, used and secondhand goods",Commodity,47,2000
1880,23,Construction,Industry,339364,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1881,81,"Other services, except government",Industry,242225,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1882,21,Mining,Industry,32512,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1883,22,Utilities,Industry,48450,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1884,51,Information,Industry,229621,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1885,TOTII,Total Intermediate,Industry,5863145,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1886,42,Wholesale trade,Industry,314792,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1887,44RT,Retail trade,Industry,347195,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1888,31G,Manufacturing,Industry,827193,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1889,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,482315,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1890,48TW,Transportation and warehousing,Industry,202669,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1891,11,"Agriculture, forestry, fishing, and hunting",Industry,30663,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1892,PROF,Professional and business services,Industry,977022,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1893,6,"Educational services, health care, and social assistance",Industry,549415,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1894,G,Government,Industry,996017,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1895,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,243694,47,V001,Compensation of employees                                                       ,Commodity,47,2000
1896,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,46948,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1897,21,Mining,Industry,13687,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1898,PROF,Professional and business services,Industry,28239,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1899,22,Utilities,Industry,34130,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1900,81,"Other services, except government",Industry,17878,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1901,23,Construction,Industry,5485,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1902,42,Wholesale trade,Industry,136242,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1903,48TW,Transportation and warehousing,Industry,17670,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1904,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,160637,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1905,44RT,Retail trade,Industry,129640,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1906,31G,Manufacturing,Industry,44272,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1907,TOTII,Total Intermediate,Industry,662716,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1908,51,Information,Industry,37499,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1909,G,Government,Industry,-11521,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1910,11,"Agriculture, forestry, fishing, and hunting",Industry,-14443,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1911,6,"Educational services, health care, and social assistance",Industry,16352,47,V002,"Taxes on production and imports, less subsidies",Commodity,47,2000
1912,23,Construction,Industry,166584,47,V003,Gross operating surplus,Commodity,47,2000
1913,81,"Other services, except government",Industry,127116,47,V003,Gross operating surplus,Commodity,47,2000
1914,22,Utilities,Industry,95478,47,V003,Gross operating surplus,Commodity,47,2000
1915,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,112837,47,V003,Gross operating surplus,Commodity,47,2000
1916,PROF,Professional and business services,Industry,282833,47,V003,Gross operating surplus,Commodity,47,2000
1917,21,Mining,Industry,58557,47,V003,Gross operating surplus,Commodity,47,2000
1918,51,Information,Industry,178229,47,V003,Gross operating surplus,Commodity,47,2000
1919,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1352860,47,V003,Gross operating surplus,Commodity,47,2000
1920,TOTII,Total Intermediate,Industry,3758917,47,V003,Gross operating surplus,Commodity,47,2000
1921,48TW,Transportation and warehousing,Industry,82325,47,V003,Gross operating surplus,Commodity,47,2000
1922,42,Wholesale trade,Industry,170044,47,V003,Gross operating surplus,Commodity,47,2000
1923,31G,Manufacturing,Industry,571308,47,V003,Gross operating surplus,Commodity,47,2000
1924,44RT,Retail trade,Industry,128624,47,V003,Gross operating surplus,Commodity,47,2000
1925,11,"Agriculture, forestry, fishing, and hunting",Industry,83223,47,V003,Gross operating surplus,Commodity,47,2000
1926,G,Government,Industry,259101,47,V003,Gross operating surplus,Commodity,47,2000
1927,6,"Educational services, health care, and social assistance",Industry,89799,47,V003,Gross operating surplus,Commodity,47,2000
1928,21,Mining,Industry,55,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1929,22,Utilities,Industry,0,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1930,81,"Other services, except government",Industry,44,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1931,23,Construction,Industry,1038,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1932,F010,Personal consumption expenditures,Industry,48021,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1933,42,Wholesale trade,Industry,19,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1934,44RT,Retail trade,Industry,1296,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1935,F050,Imports of goods and services,Industry,-24085,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1936,TOTII,Total Intermediate,Industry,207040,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1937,TOTFU,Total Final Uses (GDP),Industry,45643,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1938,TOTCOMOUT,Total Commodity Output,Industry,252684,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1939,F040,Exports of goods and services,Industry,20693,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1940,51,Information,Industry,1,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1941,F030,Change in private inventories,Industry,1014,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1942,31G,Manufacturing,Industry,143994,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1943,48TW,Transportation and warehousing,Industry,21,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1944,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,9,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1945,6,"Educational services, health care, and social assistance",Industry,301,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1946,G,Government,Industry,547,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1947,PROF,Professional and business services,Industry,659,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1948,11,"Agriculture, forestry, fishing, and hunting",Industry,55138,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
